filename,width,height,class,xmin,ymin,xmax,ymax
frame_002270.PNG,1280,720,Roe deer,138.52,312.54,289.77,450.37
frame_000467.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000467.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_007308.PNG,1280,720,Elk,271.95,321.65,455.75,486.35
frame_007308.PNG,1280,720,Red deer,88.8,326.07,277.95,488.68
frame_000473.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000473.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_004615.PNG,1280,720,Roe deer,98.8,288.2,265.72,482.7
frame_002264.PNG,1280,720,Roe deer,138.52,309.79,287.74,450.37
frame_000315.PNG,1280,720,Wild boar,423.52,383.62,544.02,481.6
frame_000315.PNG,1280,720,Wild boar,328.1,408.1,402.9,474.87
frame_006764.PNG,1280,720,Roe deer,343.07,338.6,439.93,437.37
frame_006764.PNG,1280,720,Elk,267.3,357.99,358.91,471.88
frame_007452.PNG,1280,720,Elk,273.3,323.99,376.3,466.22
frame_007452.PNG,1280,720,Red deer,94.16,326.07,293.4,488.68
frame_006994.PNG,1280,720,Elk,271.3,331.1,406.2,485.7
frame_001023.PNG,1280,720,Wild boar,516.95,388.69,622.6,478.3
frame_007334.PNG,1280,720,Elk,272.1,321.8,455.9,486.5
frame_007334.PNG,1280,720,Red deer,97.31,326.07,282.24,488.68
frame_008007.PNG,1280,720,Red deer,308.5,340.88,464.9,472.09
frame_003152.PNG,1280,720,Roe deer,206.5,348.76,277.87,472.8
frame_003152.PNG,1280,720,Roe deer,115.76,345.02,248.86,460.75
frame_004629.PNG,1280,720,Roe deer,98.8,288.2,246.88,482.7
frame_003146.PNG,1280,720,Roe deer,60.9,351.9,206.7,471.7
frame_003146.PNG,1280,720,Roe deer,206.5,349.1,287.9,472.8
frame_002258.PNG,1280,720,Roe deer,138.52,307.03,285.71,450.37
frame_007320.PNG,1280,720,Elk,272.02,321.72,455.82,486.42
frame_007320.PNG,1280,720,Red deer,91.64,326.07,280.35,488.68
frame_008013.PNG,1280,720,Red deer,308.5,340.88,464.9,470.77
frame_007446.PNG,1280,720,Elk,273.07,323.55,376.08,460.35
frame_007446.PNG,1280,720,Red deer,94.84,326.07,293.4,488.68
frame_006980.PNG,1280,720,Elk,271.3,335.13,406.2,485.7
frame_000329.PNG,1280,720,Wild boar,456.43,383.62,544.02,481.6
frame_000329.PNG,1280,720,Wild boar,323.07,408.1,402.9,474.87
frame_001037.PNG,1280,720,Wild boar,512.0,388.69,622.6,478.3
frame_006758.PNG,1280,720,Roe deer,343.99,339.21,444.24,437.98
frame_006758.PNG,1280,720,Elk,267.3,357.99,353.59,470.56
frame_006823.PNG,1280,720,Elk,273.7,347.8,398.2,474.7
frame_001194.PNG,1280,720,Wild boar,413.11,381.93,564.36,483.32
frame_001194.PNG,1280,720,Wild boar,360.73,397.14,418.22,481.63
frame_007283.PNG,1280,720,Elk,271.8,321.5,455.6,486.2
frame_007283.PNG,1280,720,Red deer,88.8,326.07,270.71,488.68
frame_007297.PNG,1280,720,Elk,271.88,321.58,455.68,486.28
frame_007297.PNG,1280,720,Red deer,88.8,326.07,274.77,488.68
frame_004946.PNG,1280,720,Roe deer,612.9,345.1,776.8,467.7
frame_006837.PNG,1280,720,Elk,271.3,339.7,398.2,474.7
frame_001180.PNG,1280,720,Wild boar,413.11,381.93,565.52,483.32
frame_001180.PNG,1280,720,Wild boar,360.73,397.14,418.22,481.63
frame_000275.PNG,1280,720,Wild boar,460.85,381.93,598.57,479.91
frame_000275.PNG,1280,720,Wild boar,337.07,406.88,442.2,474.87
frame_002462.PNG,1280,720,Roe deer,138.52,335.5,248.4,475.7
frame_002304.PNG,1280,720,Roe deer,138.52,328.15,301.28,450.37
frame_004775.PNG,1280,720,Roe deer,222.51,326.1,409.29,476.7
frame_000513.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000513.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_007268.PNG,1280,720,Elk,271.71,321.41,455.51,486.11
frame_007268.PNG,1280,720,Red deer,67.04,321.08,243.89,483.7
frame_000507.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000507.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_002310.PNG,1280,720,Roe deer,138.52,330.91,303.31,450.37
frame_004761.PNG,1280,720,Roe deer,222.51,326.1,407.45,478.52
frame_000261.PNG,1280,720,Wild boar,455.35,382.66,593.08,480.63
frame_000261.PNG,1280,720,Wild boar,337.07,405.58,444.46,474.87
frame_001157.PNG,1280,720,Wild boar,413.11,381.93,567.42,483.32
frame_001157.PNG,1280,720,Wild boar,365.2,396.11,435.07,480.6
frame_000249.PNG,1280,720,Wild boar,452.82,383.38,590.55,481.36
frame_000249.PNG,1280,720,Wild boar,337.07,404.45,446.4,474.87
frame_007526.PNG,1280,720,Elk,274.29,313.48,377.3,483.7
frame_007526.PNG,1280,720,Red deer,86.8,326.07,293.65,488.68
frame_007240.PNG,1280,720,Elk,271.54,321.24,455.34,485.94
frame_007240.PNG,1280,720,Red deer,37.94,321.08,210.95,483.7
frame_002338.PNG,1280,720,Roe deer,138.52,335.5,256.64,450.37
frame_003026.PNG,1280,720,Roe deer,55.9,349.9,188.3,466.7
frame_003026.PNG,1280,720,Roe deer,51.8,321.08,241.5,471.7
frame_004749.PNG,1280,720,Roe deer,222.51,326.1,412.64,481.25
frame_003032.PNG,1280,720,Roe deer,55.9,349.9,188.63,466.7
frame_003032.PNG,1280,720,Roe deer,98.7,321.08,252.5,455.77
frame_007254.PNG,1280,720,Elk,271.62,321.32,455.42,486.02
frame_007254.PNG,1280,720,Red deer,49.93,321.08,231.18,483.7
frame_001143.PNG,1280,720,Wild boar,413.11,381.93,568.57,483.32
frame_001143.PNG,1280,720,Wild boar,368.05,395.45,445.79,479.94
frame_007532.PNG,1280,720,Elk,274.29,311.88,377.3,483.7
frame_007532.PNG,1280,720,Red deer,86.8,326.07,290.4,488.68
frame_007903.PNG,1280,720,Red deer,308.5,340.88,448.75,484.04
frame_007917.PNG,1280,720,Red deer,308.5,340.88,451.32,482.7
frame_007081.PNG,1280,720,Elk,271.3,321.0,401.53,485.7
frame_000936.PNG,1280,720,Wild boar,520.41,388.69,635.05,471.58
frame_004588.PNG,1280,720,Roe deer,98.8,288.2,270.04,482.7
frame_002847.PNG,1280,720,Roe deer,67.9,320.73,281.6,480.7
frame_000088.PNG,1280,720,Wild boar,648.6,380.23,736.7,463.89
frame_002853.PNG,1280,720,Roe deer,67.9,316.1,281.6,480.7
frame_007095.PNG,1280,720,Elk,271.3,321.0,400.27,485.7
frame_000922.PNG,1280,720,Wild boar,520.41,388.69,639.11,469.39
frame_006360.PNG,1280,720,Roe deer,345.2,341.0,440.9,467.96
frame_000711.PNG,1280,720,Wild boar,399.59,380.24,493.37,487.54
frame_004577.PNG,1280,720,Roe deer,98.8,288.2,271.8,482.7
frame_003218.PNG,1280,720,Roe deer,206.5,326.56,295.71,472.8
frame_003218.PNG,1280,720,Roe deer,115.76,345.02,276.25,460.75
frame_002106.PNG,1280,720,Roe deer,350.59,334.62,474.84,434.32
frame_007718.PNG,1280,720,Elk,370.46,300.13,520.66,435.81
frame_000077.PNG,1280,720,Wild boar,629.4,380.96,747.93,467.51
frame_006406.PNG,1280,720,Roe deer,345.73,316.0,440.9,466.7
frame_000063.PNG,1280,720,Wild boar,629.13,381.49,759.22,471.89
frame_006412.PNG,1280,720,Roe deer,345.84,316.0,440.9,466.7
frame_004563.PNG,1280,720,Roe deer,98.8,318.1,269.4,482.7
frame_002112.PNG,1280,720,Roe deer,350.59,334.62,465.6,434.32
frame_006374.PNG,1280,720,Roe deer,345.2,318.67,440.9,466.7
frame_000705.PNG,1280,720,Wild boar,399.59,380.24,493.37,487.54
frame_003224.PNG,1280,720,Roe deer,206.5,324.54,297.33,472.8
frame_003224.PNG,1280,720,Roe deer,115.76,345.02,278.74,460.75
frame_007042.PNG,1280,720,Elk,271.3,321.0,405.03,485.7
frame_007724.PNG,1280,720,Elk,367.67,300.13,519.07,435.81
frame_002884.PNG,1280,720,Roe deer,83.9,327.1,261.6,480.7
frame_002890.PNG,1280,720,Roe deer,77.23,327.1,261.6,480.7
frame_007730.PNG,1280,720,Elk,368.11,306.47,519.71,442.16
frame_001341.PNG,1280,720,Wild boar,413.11,381.93,546.6,483.32
frame_001341.PNG,1280,720,Wild boar,360.73,397.14,418.22,481.63
frame_006348.PNG,1280,720,Roe deer,345.2,341.0,440.9,470.49
frame_000739.PNG,1280,720,Wild boar,399.59,380.24,493.37,487.54
frame_007056.PNG,1280,720,Elk,271.3,321.0,403.77,485.7
frame_003230.PNG,1280,720,Roe deer,206.5,324.2,298.54,472.8
frame_003230.PNG,1280,720,Roe deer,115.76,339.67,280.4,460.75
frame_001340.PNG,1280,720,Wild boar,413.11,381.93,546.6,483.32
frame_001340.PNG,1280,720,Wild boar,360.73,397.14,418.22,481.63
frame_007731.PNG,1280,720,Elk,368.29,307.74,519.89,443.43
frame_002891.PNG,1280,720,Roe deer,76.12,327.1,261.6,480.7
frame_003231.PNG,1280,720,Roe deer,206.5,324.2,298.73,472.8
frame_003231.PNG,1280,720,Roe deer,115.76,337.0,280.4,460.75
frame_007057.PNG,1280,720,Elk,271.3,321.0,403.68,485.7
frame_000738.PNG,1280,720,Wild boar,399.59,380.24,493.37,487.54
frame_006349.PNG,1280,720,Roe deer,345.2,341.0,440.9,470.28
frame_007043.PNG,1280,720,Elk,271.3,321.0,404.94,485.7
frame_003225.PNG,1280,720,Roe deer,206.5,324.2,297.6,472.8
frame_003225.PNG,1280,720,Roe deer,115.76,345.02,279.16,460.75
frame_002885.PNG,1280,720,Roe deer,82.79,327.1,261.6,480.7
frame_007725.PNG,1280,720,Elk,367.2,300.13,518.8,435.81
frame_006413.PNG,1280,720,Roe deer,345.86,316.0,440.9,466.7
frame_000062.PNG,1280,720,Wild boar,629.45,381.45,759.53,471.85
frame_000704.PNG,1280,720,Wild boar,399.59,380.24,493.37,487.54
frame_006375.PNG,1280,720,Roe deer,345.2,316.0,440.9,466.7
frame_002113.PNG,1280,720,Roe deer,350.59,334.62,464.06,434.32
frame_004562.PNG,1280,720,Roe deer,98.8,319.17,269.47,482.7
frame_002107.PNG,1280,720,Roe deer,350.59,334.62,473.3,434.32
frame_003219.PNG,1280,720,Roe deer,206.5,326.22,295.98,472.8
frame_003219.PNG,1280,720,Roe deer,115.76,345.02,276.67,460.75
frame_004576.PNG,1280,720,Roe deer,98.8,288.2,271.96,482.7
frame_000710.PNG,1280,720,Wild boar,399.59,380.24,493.37,487.54
frame_006361.PNG,1280,720,Roe deer,345.2,341.0,440.9,467.75
frame_006407.PNG,1280,720,Roe deer,345.75,316.0,440.9,466.7
frame_000076.PNG,1280,720,Wild boar,628.56,381.2,749.97,468.72
frame_007719.PNG,1280,720,Elk,369.99,300.13,520.4,435.81
frame_002852.PNG,1280,720,Roe deer,67.9,316.87,281.6,480.7
frame_000923.PNG,1280,720,Wild boar,520.41,388.69,638.82,469.55
frame_007094.PNG,1280,720,Elk,271.3,321.0,400.36,485.7
frame_004589.PNG,1280,720,Roe deer,98.8,288.2,269.88,482.7
frame_000937.PNG,1280,720,Wild boar,520.41,388.69,634.76,471.74
frame_007080.PNG,1280,720,Elk,271.3,321.0,401.62,485.7
frame_000089.PNG,1280,720,Wild boar,650.9,380.23,736.7,463.89
frame_002846.PNG,1280,720,Roe deer,67.9,321.5,281.6,480.7
frame_007916.PNG,1280,720,Red deer,308.5,340.88,451.13,482.79
frame_007902.PNG,1280,720,Red deer,308.5,340.88,448.57,484.14
frame_007255.PNG,1280,720,Elk,271.63,321.33,455.43,486.03
frame_007255.PNG,1280,720,Red deer,61.91,321.08,232.85,483.7
frame_003033.PNG,1280,720,Roe deer,55.9,349.9,188.68,466.7
frame_003033.PNG,1280,720,Roe deer,98.7,321.08,252.5,447.8
frame_007533.PNG,1280,720,Elk,274.29,311.61,377.3,483.7
frame_007533.PNG,1280,720,Red deer,86.8,326.07,288.4,488.68
frame_001142.PNG,1280,720,Wild boar,415.98,381.93,571.45,483.32
frame_001142.PNG,1280,720,Wild boar,368.25,395.41,446.56,479.89
frame_007527.PNG,1280,720,Elk,274.29,313.21,377.3,483.7
frame_007527.PNG,1280,720,Red deer,86.8,326.07,293.4,488.68
frame_000248.PNG,1280,720,Wild boar,452.61,383.44,590.33,481.42
frame_000248.PNG,1280,720,Wild boar,337.07,404.36,446.57,474.87
frame_001156.PNG,1280,720,Wild boar,413.11,381.93,567.5,483.32
frame_001156.PNG,1280,720,Wild boar,365.41,396.06,435.83,480.55
frame_004748.PNG,1280,720,Roe deer,222.51,326.1,413.07,481.47
frame_003027.PNG,1280,720,Roe deer,55.9,349.9,188.35,466.7
frame_003027.PNG,1280,720,Roe deer,51.8,321.08,246.5,471.7
frame_002339.PNG,1280,720,Roe deer,138.52,335.5,256.54,450.37
frame_007241.PNG,1280,720,Elk,271.54,321.25,455.35,485.95
frame_007241.PNG,1280,720,Red deer,37.94,321.08,211.06,483.7
frame_004760.PNG,1280,720,Roe deer,222.51,326.1,407.89,478.75
frame_002311.PNG,1280,720,Roe deer,138.52,331.37,303.65,450.37
frame_000506.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000506.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_007269.PNG,1280,720,Elk,271.71,321.41,455.51,486.11
frame_007269.PNG,1280,720,Red deer,62.88,321.08,244.8,483.7
frame_000260.PNG,1280,720,Wild boar,455.14,382.72,592.87,480.69
frame_000260.PNG,1280,720,Wild boar,337.07,405.48,444.63,474.87
frame_002463.PNG,1280,720,Roe deer,138.52,335.5,248.4,475.7
frame_000274.PNG,1280,720,Wild boar,459.37,381.93,597.09,479.91
frame_000274.PNG,1280,720,Wild boar,337.07,406.79,442.36,474.87
frame_000512.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000512.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_004774.PNG,1280,720,Roe deer,222.51,326.1,408.41,476.7
frame_002305.PNG,1280,720,Roe deer,138.52,328.61,301.62,450.37
frame_004947.PNG,1280,720,Roe deer,612.9,345.1,783.13,467.7
frame_007296.PNG,1280,720,Elk,271.87,321.57,455.67,486.27
frame_007296.PNG,1280,720,Red deer,88.8,326.07,274.48,488.68
frame_001181.PNG,1280,720,Wild boar,413.11,381.93,565.43,483.32
frame_001181.PNG,1280,720,Wild boar,360.73,397.14,418.22,481.63
frame_006836.PNG,1280,720,Elk,271.3,339.91,398.2,474.7
frame_001195.PNG,1280,720,Wild boar,413.11,381.93,564.28,483.32
frame_001195.PNG,1280,720,Wild boar,360.73,397.14,418.22,481.63
frame_006822.PNG,1280,720,Elk,274.0,348.65,398.2,474.7
frame_007282.PNG,1280,720,Elk,271.79,321.49,455.59,486.19
frame_007282.PNG,1280,720,Red deer,88.8,326.07,270.42,488.68
frame_008012.PNG,1280,720,Red deer,308.5,340.88,464.9,470.99
frame_007321.PNG,1280,720,Elk,272.02,321.72,455.82,486.42
frame_007321.PNG,1280,720,Red deer,92.04,326.07,280.48,488.68
frame_002259.PNG,1280,720,Roe deer,138.52,307.49,286.05,450.37
frame_003147.PNG,1280,720,Roe deer,60.9,351.9,206.7,471.7
frame_003147.PNG,1280,720,Roe deer,206.5,349.1,285.84,472.8
frame_004628.PNG,1280,720,Roe deer,98.8,288.2,246.78000000000003,482.7
frame_006759.PNG,1280,720,Roe deer,343.84,339.11,443.52,437.88
frame_006759.PNG,1280,720,Elk,267.3,357.99,354.51,470.79
frame_001036.PNG,1280,720,Wild boar,512.35,388.69,622.6,478.3
frame_000328.PNG,1280,720,Wild boar,455.3,383.62,544.02,481.6
frame_000328.PNG,1280,720,Wild boar,323.43,408.1,402.9,474.87
frame_006981.PNG,1280,720,Elk,271.3,334.85,406.2,485.7
frame_007447.PNG,1280,720,Elk,273.11,323.62,376.11,461.33
frame_007447.PNG,1280,720,Red deer,94.73,326.07,293.4,488.68
frame_001022.PNG,1280,720,Wild boar,517.3,388.69,622.6,478.3
frame_006995.PNG,1280,720,Elk,271.3,330.81,406.2,485.7
frame_007453.PNG,1280,720,Elk,273.33,324.07,376.34,467.2
frame_007453.PNG,1280,720,Red deer,94.05,326.07,293.4,488.68
frame_003153.PNG,1280,720,Roe deer,206.5,348.43,278.14,472.8
frame_003153.PNG,1280,720,Roe deer,115.76,345.02,249.27999999999997,460.75
frame_008006.PNG,1280,720,Red deer,308.5,340.88,464.9,472.31
frame_007335.PNG,1280,720,Elk,272.11,321.81,455.91,486.51
frame_007335.PNG,1280,720,Red deer,97.72,326.07,282.37,488.68
frame_002265.PNG,1280,720,Roe deer,138.52,310.25,288.08,450.37
frame_004614.PNG,1280,720,Roe deer,98.8,288.2,265.88,482.7
frame_000472.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000472.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_006765.PNG,1280,720,Roe deer,342.92,338.5,439.22,437.27
frame_006765.PNG,1280,720,Elk,267.3,357.99,359.61,472.05
frame_000314.PNG,1280,720,Wild boar,422.13,383.62,544.02,481.6
frame_000314.PNG,1280,720,Wild boar,328.46,408.1,402.9,474.87
frame_006771.PNG,1280,720,Roe deer,342.0,337.88,434.91,436.65
frame_006771.PNG,1280,720,Elk,267.3,357.99,363.85,473.11
frame_000300.PNG,1280,720,Wild boar,436.26,383.62,544.02,481.6
frame_000300.PNG,1280,720,Wild boar,333.48,408.1,402.9,474.87
frame_007309.PNG,1280,720,Elk,271.95,321.65,455.75,486.35
frame_007309.PNG,1280,720,Red deer,88.8,326.07,278.24,488.68
frame_000466.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000466.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_002271.PNG,1280,720,Roe deer,138.52,313.0,290.11,450.37
frame_004600.PNG,1280,720,Roe deer,98.8,288.2,268.12,482.7
frame_003184.PNG,1280,720,Roe deer,206.5,338.0,286.52,472.8
frame_003184.PNG,1280,720,Roe deer,115.76,345.02,262.14,460.75
frame_004833.PNG,1280,720,Roe deer,317.29,337.1,509.9,473.7
frame_006942.PNG,1280,720,Elk,271.3,336.0,398.2,468.63
frame_007484.PNG,1280,720,Elk,274.29,324.66,377.3,483.7
frame_007484.PNG,1280,720,Red deer,86.8,326.07,295.45,488.68
frame_006956.PNG,1280,720,Elk,271.3,336.0,398.2,467.67
frame_007490.PNG,1280,720,Elk,274.29,323.06,377.3,483.7
frame_007490.PNG,1280,720,Red deer,86.8,326.07,296.22,488.68
frame_000499.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000499.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_003190.PNG,1280,720,Roe deer,206.5,335.98,288.14,472.8
frame_003190.PNG,1280,720,Roe deer,115.76,345.02,264.63,460.75
frame_004827.PNG,1280,720,Roe deer,317.29,331.1,493.9,473.7
frame_007645.PNG,1280,720,Elk,274.29,282.1,377.3,483.7
frame_007645.PNG,1280,720,Red deer,70.8,321.55,295.3,488.68
frame_001234.PNG,1280,720,Wild boar,413.11,381.93,552.2,483.32
frame_001234.PNG,1280,720,Wild boar,360.73,397.14,418.22,481.63
frame_003345.PNG,1280,720,Roe deer,203.1,324.2,277.6,472.8
frame_003345.PNG,1280,720,Roe deer,115.76,317.0,274.4,460.75
frame_000894.PNG,1280,720,Wild boar,399.59,380.24,493.37,487.54
frame_007123.PNG,1280,720,Elk,271.3,321.0,398.72,485.7
frame_000880.PNG,1280,720,Wild boar,399.59,380.24,493.37,487.54
frame_000658.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000658.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_007137.PNG,1280,720,Elk,271.3,321.0,400.17,485.7
frame_003351.PNG,1280,720,Roe deer,202.5,324.2,277.6,472.8
frame_003351.PNG,1280,720,Roe deer,115.76,317.0,274.4,460.75
frame_002729.PNG,1280,720,Roe deer,240.5,337.48,329.2,438.8
frame_002729.PNG,1280,720,Roe deer,53.9,349.01,204.6,480.7
frame_002729.PNG,1280,720,Roe deer,32.61,347.0,232.2,474.93
frame_007651.PNG,1280,720,Elk,401.62,300.13,538.5,435.81
frame_007889.PNG,1280,720,Red deer,289.85,340.88,447.46,484.71
frame_001220.PNG,1280,720,Wild boar,413.11,381.93,562.21,483.32
frame_001220.PNG,1280,720,Wild boar,360.73,397.14,418.22,481.63
frame_002701.PNG,1280,720,Roe deer,239.47,333.05,344.71,438.8
frame_002701.PNG,1280,720,Roe deer,44.92,347.02,190.92000000000002,484.69
frame_002701.PNG,1280,720,Roe deer,2.61,316.75,93.14,469.4
frame_007679.PNG,1280,720,Elk,388.6,300.13,531.05,435.81
frame_000116.PNG,1280,720,Wild boar,704.0,371.0,755.0,454.0
frame_001208.PNG,1280,720,Wild boar,413.11,381.93,563.2,483.32
frame_001208.PNG,1280,720,Wild boar,360.73,397.14,418.22,481.63
frame_001208.PNG,1280,720,Wild boar,505.2,408.97,655.59,490.08
frame_000670.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000670.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_002067.PNG,1280,720,Roe deer,350.21,340.94,483.7,440.63
frame_002073.PNG,1280,720,Roe deer,353.28,340.67,486.77,440.36
frame_000664.PNG,1280,720,Wild boar,391.12,386.16,541.49,484.13
frame_000664.PNG,1280,720,Wild boar,308.37,406.41,395.31,473.18
frame_000102.PNG,1280,720,Wild boar,684.94,376.94,749.96,451.28
frame_002715.PNG,1280,720,Roe deer,239.47,333.05,329.2,438.8
frame_002715.PNG,1280,720,Roe deer,53.9,349.01,204.6,480.7
frame_002715.PNG,1280,720,Roe deer,0.0,319.08,173.71,471.73
frame_002926.PNG,1280,720,Roe deer,1.03,305.11,70.67,458.75
frame_007686.PNG,1280,720,Elk,385.34,300.13,529.18,435.81
frame_000857.PNG,1280,720,Wild boar,399.59,380.24,493.37,487.54
frame_002098.PNG,1280,720,Roe deer,351.38,335.32,484.87,435.01
frame_000843.PNG,1280,720,Wild boar,399.59,380.24,493.37,487.54
frame_007692.PNG,1280,720,Elk,382.55,300.13,527.59,435.81
frame_002932.PNG,1280,720,Roe deer,1.03,305.11,53.19,458.75
frame_007862.PNG,1280,720,Elk,381.2,325.1,471.9,459.8
frame_007876.PNG,1280,720,Red deer,269.24,340.88,447.46,484.71
frame_000869.PNG,1280,720,Wild boar,399.59,380.24,493.37,487.54
frame_002918.PNG,1280,720,Roe deer,43.9,327.1,290.6,480.7
frame_007860.PNG,1280,720,Elk,381.2,325.1,471.9,459.8
